Time,40K plat,4K cyl,40K shield,ivc
1724398014.7072248,298.3661,299.8847,299.2999,299.6993
1724398016.54151,298.3668,299.8841,299.299,299.7001
1724398018.3752394,298.3661,299.8837,299.3,299.699
1724398020.1867158,298.3654,299.885,299.2995,299.6993
1724398022.0204036,298.3652,299.8842,299.2988,299.699
1724398023.8542626,298.3663,299.8849,299.2994,299.6995
1724398025.6923227,298.3672,299.8844,299.2992,299.6986
1724398027.523214,298.3665,299.8852,299.2989,299.6995
1724398029.3559213,298.3667,299.8852,299.2988,299.6988
1724398031.1925442,298.3662,299.885,299.2993,299.6997
1724398033.020294,298.3673,299.8856,299.2997,299.6997
1724398034.8552525,298.3667,299.8853,299.2996,299.6996
1724398036.6886606,298.3652,299.8838,299.2996,299.7
1724398038.521191,298.3671,299.8841,299.2998,299.6997
1724398040.3550832,298.3657,299.8847,299.2998,299.6996
1724398042.1889355,298.3665,299.8849,299.3,299.6994
1724398044.0241983,298.3658,299.885,299.2995,299.6993
1724398045.8565176,298.3662,299.8837,299.2994,299.7
1724398047.6778517,298.3656,299.8852,299.2993,299.6995
1724398049.513419,298.3649,299.8841,299.2996,299.6993
1724398051.3351395,298.3652,299.8835,299.2998,299.6993
1724398053.1668086,298.3669,299.8848,299.299,299.6989
1724398055.002393,298.3672,299.8852,299.2995,299.6991
1724398056.8386643,298.3663,299.8853,299.3001,299.6985
1724398058.658907,298.3671,299.8849,299.2997,299.6997
1724398060.4956603,298.3663,299.8841,299.2994,299.6993
1724398062.3318775,298.3665,299.8846,299.2995,299.6991
1724398064.1654894,298.3649,299.885,299.3,299.6998
1724398066.011004,298.3667,299.8851,299.2994,299.6996
1724398067.8439672,298.3678,299.8834,299.2996,299.6996
1724398069.6799312,298.3667,299.8844,299.2996,299.6997
1724398071.5118034,298.3654,299.8864,299.2992,299.6996
1724398073.3477662,298.3672,299.8842,299.3001,299.699
1724398075.174927,298.3661,299.8848,299.2998,299.6994
1724398077.0077887,298.3679,299.8857,299.2986,299.7001
1724398078.8404462,298.3666,299.8846,299.2996,299.6997
1724398080.6737547,298.3664,299.8835,299.2988,299.6994
1724398082.499086,298.3669,299.8854,299.2995,299.6995
1724398084.3355072,298.3672,299.8832,299.2998,299.6989
1724398086.1685994,298.3672,299.8836,299.2996,299.6997
1724398088.0043771,298.3682,299.8862,299.2998,299.6993
1724398089.844194,298.3664,299.8835,299.2989,299.6999
1724398091.6681426,298.3675,299.8849,299.2999,299.6994
1724398093.4978707,298.3659,299.8864,299.3,299.6994
1724398095.3352559,298.3678,299.885,299.2998,299.6996
1724398097.1691558,298.3682,299.8847,299.2994,299.6996
1724398099.0045514,298.3646,299.8839,299.2996,299.6996
1724398100.8231566,298.3656,299.8851,299.2991,299.7001
1724398102.6586688,298.3671,299.8851,299.3002,299.7
1724398104.4913077,298.3672,299.8854,299.2999,299.6995
1724398106.3156075,298.3673,299.8862,299.2998,299.7001
1724398108.1459484,298.3678,299.8847,299.2995,299.6998
1724398109.9799724,298.3672,299.8844,299.3001,299.7001
1724398111.8136227,298.3665,299.8851,299.3,299.6997
1724398113.6521437,298.3674,299.8837,299.2992,299.7003
1724398115.482465,298.3656,299.8849,299.2999,299.7001
1724398117.3169947,298.3663,299.8839,299.2999,299.6998
1724398119.1379058,298.3674,299.8862,299.3,299.6998
1724398120.97205,298.3669,299.8847,299.2994,299.7001
1724398122.803113,298.3673,299.8858,299.3,299.6999
1724398124.637271,298.3668,299.8841,299.2998,299.7003
1724398126.4720619,298.3652,299.8856,299.3002,299.6996
1724398128.3024895,298.3674,299.8857,299.3,299.7
1724398130.1405537,298.367,299.8865,299.3001,299.7002
1724398131.9734766,298.3677,299.8835,299.3001,299.6997
1724398133.8148918,298.3655,299.884,299.3003,299.6997
1724398135.6449873,298.3665,299.8856,299.2994,299.6995
1724398137.4799557,298.3678,299.8848,299.2994,299.7007
1724398139.3045676,298.3666,299.8839,299.3002,299.7001
1724398141.140754,298.3664,299.886,299.2997,299.6996
1724398142.9758036,298.3675,299.8858,299.2999,299.7002
1724398144.8115175,298.3665,299.8855,299.3001,299.6993
1724398146.6576495,298.3676,299.8838,299.3002,299.7001
1724398148.4889634,298.3675,299.885,299.3006,299.7
1724398150.3210332,298.3652,299.8834,299.3003,299.7
1724398152.1590583,298.3669,299.8861,299.2995,299.7009
1724398153.9933069,298.3664,299.8855,299.2996,299.6997
1724398155.8271723,298.3666,299.8847,299.3003,299.7002
1724398157.6550975,298.3665,299.8846,299.3003,299.6995
1724398159.488932,298.368,299.8845,299.3,299.6993
1724398161.3212028,298.367,299.8855,299.2998,299.7001
1724398163.1422925,298.366,299.8865,299.3002,299.6995
1724398164.977979,298.3666,299.885,299.2998,299.7002
1724398166.80721,298.368,299.8862,299.3,299.6999
1724398168.6335337,298.3663,299.8858,299.3007,299.7003
1724398170.4671342,298.367,299.8862,299.2998,299.7002
1724398172.2853239,298.3662,299.8856,299.3006,299.7001
1724398174.1127386,298.3675,299.887,299.2995,299.6997
1724398175.9445508,298.3679,299.8847,299.3009,299.7
1724398177.7921755,298.3677,299.8843,299.3009,299.7001
1724398179.6289651,298.3676,299.8863,299.3002,299.6999
1724398181.4735477,298.3678,299.8853,299.3005,299.6995
1724398183.3046858,298.3681,299.8858,299.2998,299.7001
1724398185.1383939,298.3674,299.8856,299.2996,299.6997
1724398186.9637249,298.3673,299.885,299.3001,299.7003
1724398188.7957458,298.3682,299.8847,299.2996,299.7005
1724398190.632565,298.3666,299.8847,299.3002,299.7002
1724398192.4654045,298.3666,299.8854,299.3005,299.7002
1724398194.2818792,298.3674,299.8852,299.2999,299.7003
1724398196.1161692,298.3683,299.8867,299.3008,299.7001
1724398197.9481492,298.367,299.8849,299.2998,299.7001
1724398199.7787216,298.3662,299.8861,299.3006,299.7002
1724398201.617482,298.367,299.8844,299.2999,299.7007
1724398203.4520557,298.3645,299.8841,299.3001,299.7004
1724398205.2741828,298.3677,299.8847,299.3009,299.7004
1724398207.1055522,298.3659,299.8854,299.3003,299.7005
1724398208.9331746,298.3677,299.8843,299.3004,299.7001
1724398210.7729192,298.3674,299.8859,299.2993,299.7001
1724398212.6086087,298.3679,299.8839,299.3005,299.6997
1724398214.4404557,298.3667,299.8843,299.2998,299.7005
1724398216.2722878,298.3664,299.8859,299.3003,299.7009
1724398218.1030326,298.3678,299.8848,299.2998,299.7011
1724398219.933966,298.367,299.8845,299.2998,299.7005
1724398221.7626972,298.3681,299.8845,299.3003,299.7006
1724398223.5944796,298.3667,299.8851,299.3005,299.7006
1724398225.431113,298.367,299.8865,299.3002,299.7003
1724398227.263667,298.3671,299.8843,299.3004,299.6998
1724398229.0991337,298.3684,299.8869,299.2994,299.7
1724398230.9350092,298.3688,299.8861,299.3,299.7004
1724398232.7695463,298.3657,299.8844,299.3004,299.7
1724398234.602182,298.3674,299.8862,299.2999,299.7006
1724398236.4337473,298.3662,299.8861,299.3007,299.7008
1724398238.2650135,298.3679,299.8862,299.3005,299.7004
1724398240.1005101,298.3681,299.8863,299.3003,299.7009
1724398241.9230087,298.367,299.8857,299.3005,299.7007
1724398243.7587433,298.3674,299.8843,299.2998,299.6998
1724398245.592603,298.3677,299.8868,299.3006,299.7005
1724398247.4219928,298.366,299.8862,299.3008,299.6995
1724398249.2639065,298.3664,299.8866,299.3004,299.701
1724398251.0976734,298.367,299.886,299.3009,299.7005
1724398252.9281366,298.3681,299.8848,299.3002,299.7011
1724398254.7626112,298.3658,299.8834,299.3006,299.7005
1724398256.599026,298.366,299.8865,299.3011,299.7007
1724398258.4261975,298.3668,299.887,299.3002,299.7005
1724398260.2478132,298.3669,299.8854,299.3009,299.7005
1724398262.0870519,298.368,299.8856,299.3003,299.7007
1724398263.9155445,298.3671,299.8855,299.3004,299.7011
1724398265.7504923,298.368,299.8861,299.3004,299.7003
1724398267.5870576,298.3676,299.8854,299.3012,299.7012
1724398269.4188445,298.3676,299.8859,299.3009,299.7005
1724398271.2562926,298.3681,299.8859,299.3005,299.7009
1724398273.0797236,298.3663,299.885,299.3006,299.7012
1724398274.903127,298.3686,299.8838,299.3005,299.7013
1724398276.7361975,298.3672,299.886,299.3009,299.7005
1724398278.5713582,298.367,299.8845,299.3001,299.7009
1724398280.3930554,298.3683,299.886,299.3006,299.7001
1724398282.226833,298.3663,299.8863,299.3005,299.7001
1724398284.062641,298.368,299.8856,299.3009,299.7008
1724398285.9019885,298.3681,299.8853,299.3002,299.7008
1724398287.7233667,298.3685,299.8846,299.2996,299.701
1724398289.5596378,298.3672,299.8859,299.3008,299.7006
1724398291.3957236,298.3672,299.8855,299.301,299.7011
1724398293.2293158,298.3683,299.8866,299.3005,299.7003
1724398295.073506,298.368,299.8858,299.3012,299.7006
1724398296.9039202,298.3682,299.8851,299.3004,299.7013
1724398298.73618,298.3656,299.886,299.3005,299.7007
1724398300.5635397,298.3689,299.885,299.2996,299.7005
1724398302.3974762,298.3677,299.8862,299.3007,299.7007
1724398304.2332594,298.3674,299.8851,299.2999,299.7005
1724398306.0655434,298.3677,299.8854,299.3004,299.7013
1724398307.9110498,298.3688,299.8851,299.3007,299.7008
1724398309.7461355,298.3668,299.8857,299.301,299.7001
1724398311.5796156,298.3677,299.8859,299.3009,299.7007
1724398313.3999898,298.3663,299.8843,299.3014,299.7012
1724398315.234961,298.3676,299.8868,299.3007,299.701
1724398317.0562663,298.3677,299.8839,299.3004,299.7005
1724398318.8765574,298.3692,299.8858,299.3001,299.7005
1724398320.6951003,298.3679,299.8852,299.3007,299.7008
1724398322.5289931,298.3667,299.8833,299.3004,299.7008
1724398324.3638353,298.3674,299.8861,299.3008,299.701
1724398326.1833017,298.3672,299.8858,299.3006,299.7008
1724398328.0202525,298.3664,299.8845,299.3003,299.7009
1724398329.8526287,298.3667,299.8859,299.3014,299.7007
1724398331.6858053,298.3687,299.8858,299.3003,299.7009
1724398333.51851,298.3678,299.8853,299.3007,299.7013
1724398335.3489268,298.368,299.8868,299.3009,299.7014
1724398337.1805515,298.368,299.8859,299.3001,299.7
1724398339.0114002,298.3669,299.8854,299.3013,299.701
1724398340.8431787,298.3678,299.8859,299.3012,299.7015
