Time,40K plat,4K cyl,40K shield,ivc
1724417516.3109062,298.462,299.9697,299.3825,299.7963
1724417518.1514797,298.462,299.9685,299.3828,299.7953
1724417519.9901423,298.4625,299.9688,299.3822,299.7954
1724417521.8269296,298.4621,299.9682,299.3826,299.7962
1724417523.663477,298.4619,299.9676,299.3826,299.7961
1724417525.4977539,298.4611,299.9677,299.3823,299.796
1724417527.3359292,298.4631,299.9696,299.3821,299.7959
1724417529.1652362,298.4607,299.9688,299.3825,299.7962
1724417530.9925184,298.4631,299.9703,299.382,299.7966
1724417532.8215995,298.4635,299.9689,299.3829,299.7967
1724417534.6563356,298.4628,299.9679,299.3823,299.7959
1724417536.4861846,298.4621,299.9681,299.3828,299.7963
1724417538.3120182,298.461,299.9657,299.3826,299.7966
1724417540.1502852,298.4619,299.9691,299.3823,299.7968
1724417541.9850664,298.4615,299.9679,299.382,299.7965
1724417543.820703,298.4622,299.9689,299.3822,299.7965
1724417545.6557097,298.4626,299.9686,299.3833,299.7964
1724417547.4906113,298.4613,299.9682,299.3826,299.7958
1724417549.3147154,298.4623,299.9683,299.3825,299.7962
1724417551.1449754,298.4618,299.9696,299.3826,299.7963
1724417552.972875,298.4618,299.9689,299.3827,299.7961
1724417554.8122048,298.4624,299.968,299.3827,299.7963
1724417556.6462688,298.4638,299.968,299.382,299.7962
1724417558.4761448,298.4632,299.9691,299.3829,299.7963
1724417560.3146906,298.4619,299.9683,299.382,299.7958
1724417562.1577344,298.4629,299.9693,299.3822,299.7957
1724417563.9872224,298.4623,299.9689,299.3827,299.7958
1724417565.81936,298.4624,299.9678,299.3822,299.796
1724417567.64027,298.4622,299.9689,299.3823,299.7965
1724417569.477378,298.4626,299.9685,299.3827,299.7961
1724417571.3114603,298.4621,299.9687,299.3822,299.7962
1724417573.141911,298.4627,299.9685,299.3826,299.7962
1724417574.9753006,298.4623,299.9678,299.3825,299.7958
1724417576.7896025,298.4622,299.9689,299.3829,299.7961
1724417578.6050112,298.4624,299.9691,299.3829,299.796
1724417580.434237,298.462,299.969,299.3835,299.7955
1724417582.2665224,298.4634,299.9685,299.3833,299.7966
1724417584.1038682,298.4604,299.9687,299.383,299.7961
1724417585.9389083,298.462,299.9695,299.3833,299.7965
1724417587.759669,298.4625,299.969,299.383,299.7963
1724417589.5944815,298.4618,299.9696,299.3832,299.7963
1724417591.4270341,298.4628,299.9688,299.3831,299.7965
1724417593.2616696,298.4611,299.9698,299.3823,299.7964
1724417595.0961447,298.4628,299.9691,299.3819,299.7961
1724417596.9294858,298.4613,299.9676,299.3827,299.7962
1724417598.7624652,298.4615,299.9683,299.3833,299.7961
1724417600.6089811,298.4625,299.9668,299.3825,299.7957
1724417602.4386218,298.463,299.9676,299.3833,299.7964
1724417604.270749,298.4624,299.9685,299.3832,299.7958
1724417606.113582,298.4614,299.9692,299.3825,299.7968
1724417607.946183,298.4635,299.9693,299.383,299.7963
1724417609.7810805,298.4633,299.9694,299.3831,299.7962
1724417611.613751,298.4628,299.9692,299.3834,299.7967
1724417613.443169,298.4617,299.9666,299.3833,299.7962
1724417615.2768261,298.4618,299.9696,299.3831,299.7966
1724417617.1103983,298.4628,299.969,299.3835,299.7959
1724417618.94979,298.4636,299.9704,299.382,299.7962
1724417620.7698858,298.462,299.9691,299.3829,299.7959
1724417622.607296,298.4618,299.9683,299.3827,299.7964
1724417624.4278145,298.4626,299.9698,299.3829,299.7962
1724417626.2571442,298.4621,299.9684,299.3826,299.7969
1724417628.09169,298.4638,299.9702,299.3828,299.7972
1724417629.924898,298.4635,299.9689,299.3833,299.7965
1724417631.7505808,298.4636,299.969,299.3825,299.7965
1724417633.5787356,298.4622,299.9676,299.3833,299.7965
1724417635.422021,298.4617,299.9674,299.3827,299.796
1724417637.2559144,298.4624,299.9704,299.3839,299.7966
1724417639.0847173,298.4627,299.9697,299.3833,299.7959
1724417640.9058592,298.462,299.9692,299.3829,299.7968
1724417642.7421973,298.4621,299.9688,299.3827,299.7958
1724417644.580808,298.4619,299.9691,299.3835,299.7972
1724417646.4151785,298.4636,299.9704,299.3829,299.7969
1724417648.240862,298.4627,299.969,299.3835,299.7968
1724417650.0774257,298.4627,299.9689,299.383,299.797
1724417651.914957,298.4632,299.9692,299.3827,299.7969
1724417653.740999,298.4626,299.9673,299.3837,299.7974
1724417655.5779245,298.463,299.9696,299.3829,299.7964
1724417657.41023,298.4629,299.9696,299.3832,299.7965
1724417659.2404516,298.4631,299.9682,299.3827,299.7962
1724417661.069861,298.4635,299.9689,299.3829,299.7962
1724417662.9058094,298.462,299.9684,299.3835,299.7965
1724417664.7198858,298.4611,299.9688,299.3832,299.7965
1724417666.5567558,298.461,299.9694,299.3834,299.7968
1724417668.4042757,298.4641,299.9701,299.383,299.7961
1724417670.2338588,298.4622,299.9687,299.3825,299.7961
1724417672.0685747,298.4632,299.9683,299.383,299.7966
1724417673.8998716,298.4627,299.9688,299.3833,299.7967
1724417675.7276683,298.4641,299.9689,299.3828,299.7969
1724417677.5634763,298.4633,299.9695,299.3828,299.7968
1724417679.3974135,298.463,299.9693,299.3835,299.7958
1724417681.221968,298.4613,299.9672,299.3838,299.7966
1724417683.0604873,298.4627,299.9693,299.383,299.796
1724417684.8898382,298.462,299.9689,299.3833,299.7967
1724417686.7054334,298.4635,299.9695,299.3841,299.7964
1724417688.53974,298.4628,299.9693,299.3827,299.7975
1724417690.3737838,298.4616,299.9695,299.3838,299.7972
1724417692.2078578,298.4631,299.9687,299.3831,299.7965
1724417694.0406535,298.4627,299.9695,299.3835,299.7966
1724417695.8755248,298.4631,299.9696,299.3828,299.797
1724417697.7086434,298.4625,299.9671,299.3828,299.7963
1724417699.5429096,298.4638,299.9696,299.3842,299.7969
1724417701.3713326,298.463,299.9695,299.3834,299.7965
1724417703.2003644,298.4627,299.9693,299.3834,299.7977
1724417705.0341668,298.4624,299.9701,299.3838,299.797
1724417706.8591173,298.4629,299.9685,299.3836,299.7967
1724417708.701446,298.4636,299.9702,299.3829,299.7966
1724417710.5378885,298.4629,299.9678,299.3837,299.7969
1724417712.368205,298.4635,299.9693,299.3836,299.7966
1724417714.1954226,298.464,299.9688,299.3834,299.7964
1724417716.0285187,298.4629,299.9691,299.3829,299.7975
1724417717.8618555,298.4635,299.9696,299.3834,299.797
1724417719.698316,298.4619,299.9697,299.3833,299.7974
1724417721.5327494,298.4631,299.9701,299.3832,299.7966
1724417723.3664887,298.462,299.9677,299.3831,299.7969
1724417725.19181,298.4638,299.9695,299.3837,299.7973
1724417727.0130243,298.4638,299.9695,299.3837,299.7972
1724417728.8377936,298.4642,299.9689,299.3839,299.7971
1724417730.6593726,298.4634,299.969,299.3832,299.7973
1724417732.492302,298.4635,299.9695,299.3834,299.7973
1724417734.3117867,298.4635,299.9696,299.3832,299.7971
1724417736.1603441,298.4636,299.9695,299.3836,299.7967
1724417737.9967825,298.463,299.9684,299.3839,299.7969
1724417739.831114,298.4618,299.9702,299.3837,299.7968
1724417741.663009,298.462,299.9698,299.3838,299.7973
1724417743.481586,298.4628,299.9695,299.3829,299.7967
1724417745.3147652,298.4617,299.9685,299.3833,299.7973
1724417747.1448214,298.4637,299.9703,299.3839,299.7972
1724417748.97632,298.463,299.9675,299.3841,299.7971
1724417750.8132188,298.4632,299.9693,299.3835,299.7968
1724417752.6422808,298.4612,299.9674,299.3838,299.7966
1724417754.4847984,298.4632,299.9699,299.3833,299.7972
1724417756.3172872,298.4631,299.9701,299.3834,299.7963
1724417758.1474576,298.4627,299.9703,299.3837,299.7966
1724417759.9830196,298.4622,299.9695,299.3833,299.7972
1724417761.81022,298.4635,299.9696,299.384,299.7968
1724417763.6427639,298.4639,299.9695,299.384,299.797
1724417765.467715,298.4628,299.9706,299.383,299.7966
1724417767.3042934,298.4632,299.9703,299.3839,299.7972
1724417769.1222281,298.4635,299.9695,299.3836,299.7966
1724417770.9564106,298.4638,299.9702,299.3833,299.7967
1724417772.7890823,298.4633,299.9687,299.3838,299.797
1724417774.6191862,298.464,299.9699,299.3838,299.7973
1724417776.4396758,298.4626,299.9705,299.3835,299.7965
1724417778.2710555,298.4637,299.9707,299.3836,299.7977
1724417780.1059256,298.462,299.9703,299.3836,299.7972
1724417781.9366505,298.4624,299.9693,299.3837,299.7972
1724417783.7690792,298.4633,299.9693,299.3836,299.7972
1724417785.610235,298.4632,299.968,299.3834,299.7977
1724417787.4415767,298.4633,299.9684,299.384,299.7979
1724417789.2763925,298.4632,299.9691,299.3831,299.7972
1724417791.1109662,298.4644,299.97,299.384,299.7972
1724417792.9317808,298.4632,299.9678,299.3839,299.7968
1724417794.763209,298.4638,299.9683,299.3839,299.7969
1724417796.6011472,298.4629,299.969,299.3837,299.7969
1724417798.4333801,298.4625,299.9696,299.3836,299.7973
1724417800.2699673,298.4631,299.9703,299.3839,299.7971
1724417802.1131732,298.4621,299.9696,299.3836,299.7973
1724417803.946164,298.4625,299.9693,299.3842,299.7969
1724417805.7815907,298.4603,299.9697,299.3839,299.7973
1724417807.617741,298.4617,299.9703,299.3829,299.7974
1724417809.4478323,298.461,299.97,299.3834,299.7974
1724417811.2756622,298.4641,299.9703,299.3834,299.7976
1724417813.098646,298.4628,299.9695,299.3836,299.7977
1724417814.9302292,298.4615,299.9703,299.3841,299.7964
1724417816.7609687,298.4641,299.9714,299.3835,299.7974
1724417818.6066375,298.4635,299.9689,299.3842,299.7962
1724417820.436405,298.4624,299.9698,299.3836,299.7969
1724417822.2661572,298.4649,299.9713,299.384,299.7976
1724417824.1103704,298.4633,299.9699,299.384,299.7971
1724417825.9447553,298.4626,299.9674,299.384,299.7979
1724417827.7783763,298.4638,299.9708,299.3836,299.7972
1724417829.6102436,298.4621,299.9687,299.3842,299.7979
1724417831.4438996,298.4616,299.9702,299.3838,299.7974
1724417833.2773986,298.4632,299.9703,299.3842,299.7981
1724417835.1082966,298.463,299.9691,299.3836,299.7976
1724417836.9440243,298.4638,299.971,299.3839,299.798
1724417838.7820334,298.4633,299.9702,299.3838,299.7979
1724417840.6020317,298.4639,299.9695,299.3838,299.7973
1724417842.4331713,298.4641,299.9697,299.3844,299.7981
1724417844.2629828,298.4631,299.9705,299.3839,299.7971
1724417846.109314,298.4639,299.9706,299.3844,299.798
1724417847.941372,298.4629,299.9692,299.3839,299.7966
1724417849.7814353,298.4634,299.9697,299.3843,299.7978
1724417851.6143878,298.4631,299.9706,299.385,299.7966
1724417853.4535398,298.4607,299.97,299.384,299.798
1724417855.2863164,298.4642,299.9679,299.3842,299.7975
1724417857.1206567,298.4629,299.9702,299.384,299.7977
1724417858.9540634,298.4628,299.9704,299.3843,299.7972
1724417860.79388,298.4644,299.9706,299.3838,299.7985
1724417862.6300094,298.4644,299.9687,299.3842,299.7982
1724417864.4605756,298.4646,299.9698,299.384,299.7969
1724417866.2939968,298.4628,299.9705,299.384,299.7969
1724417868.1154957,298.4628,299.9688,299.3843,299.7976
1724417869.9488356,298.4625,299.9693,299.384,299.7973
1724417871.770506,298.4626,299.9696,299.3841,299.7977
1724417873.6015341,298.465,299.97,299.3836,299.7977
1724417875.4366093,298.4649,299.971,299.3836,299.7979
1724417877.2690806,298.4635,299.9689,299.384,299.7982
1724417879.0945146,298.4636,299.9701,299.3843,299.7977
1724417880.9205587,298.4636,299.9707,299.3836,299.7973
1724417882.7512274,298.4635,299.9696,299.3838,299.7978
1724417884.5916598,298.4638,299.97,299.3842,299.7976
1724417886.4303632,298.4642,299.9711,299.3841,299.7977
1724417888.2639298,298.4641,299.9709,299.3843,299.7981
1724417890.0944092,298.462,299.9703,299.3833,299.7975
1724417891.92509,298.4614,299.9705,299.3848,299.7984
1724417893.759425,298.4636,299.97,299.3846,299.7985
1724417895.5797145,298.4635,299.97,299.3846,299.7984
1724417897.412329,298.4638,299.9687,299.3839,299.7979
1724417899.244693,298.4635,299.9691,299.3843,299.7975
1724417901.074679,298.4625,299.9685,299.3837,299.7975
1724417902.9026535,298.4629,299.9704,299.3846,299.7975
1724417904.7364597,298.465,299.9707,299.3843,299.7976
1724417906.562111,298.4638,299.9709,299.3842,299.7984
1724417908.4075098,298.4637,299.9697,299.3845,299.7977
1724417910.2239733,298.463,299.9697,299.3844,299.7981
1724417912.0564752,298.4646,299.9712,299.384,299.7979
1724417913.88943,298.4635,299.9697,299.3845,299.7986
1724417915.7179155,298.4636,299.9703,299.384,299.7977
1724417917.563594,298.4626,299.969,299.3843,299.7984
1724417919.4041636,298.4619,299.969,299.3842,299.7979
1724417921.2344842,298.4625,299.9692,299.384,299.798
1724417923.063881,298.463,299.9699,299.3844,299.7976
1724417924.8936276,298.4647,299.9717,299.3839,299.7977
1724417926.7319396,298.4638,299.9685,299.3845,299.7975
1724417928.5649421,298.4633,299.971,299.384,299.7973
1724417930.387636,298.4628,299.9708,299.3845,299.7975
1724417932.223095,298.4642,299.9703,299.3846,299.7975
1724417934.0571551,298.4648,299.9699,299.3842,299.7981
1724417935.8891873,298.4645,299.9701,299.384,299.7972
1724417937.7268023,298.4645,299.9711,299.3839,299.7984
1724417939.5590396,298.4637,299.9703,299.3846,299.798
1724417941.3955717,298.4626,299.9693,299.3841,299.7976
1724417943.2325892,298.4639,299.9692,299.3841,299.7981
1724417945.0665112,298.4636,299.9702,299.3845,299.7975
1724417946.8969283,298.4644,299.9693,299.3844,299.7981
1724417948.7338214,298.4643,299.9707,299.3837,299.7976
1724417950.5606174,298.4642,299.9689,299.3837,299.7985
1724417952.3892813,298.4638,299.9705,299.384,299.7971
1724417954.2344615,298.4633,299.9711,299.3842,299.7982
1724417956.0668254,298.4634,299.9703,299.384,299.7977
1724417957.8893907,298.4638,299.9708,299.3848,299.7976
1724417959.7218082,298.4625,299.9687,299.3844,299.7979
1724417961.5541441,298.464,299.9696,299.3845,299.7982
1724417963.3857086,298.4634,299.9702,299.3845,299.7983
1724417965.2073588,298.4646,299.9713,299.3848,299.7976
1724417967.0353198,298.4648,299.97,299.3843,299.7983
1724417968.871929,298.4645,299.9704,299.3847,299.798
1724417970.706719,298.4637,299.9705,299.3836,299.7978
1724417972.5382438,298.4636,299.9709,299.3851,299.798
1724417974.3757482,298.4642,299.9702,299.3844,299.7986
1724417976.2109663,298.462,299.9688,299.3844,299.7985
1724417978.0402243,298.4645,299.9684,299.3843,299.7982
1724417979.87385,298.4622,299.9689,299.384,299.7977
1724417981.71027,298.4624,299.9682,299.3851,299.7974
1724417983.5329614,298.4631,299.9708,299.3842,299.7984
1724417985.3636181,298.4644,299.9702,299.3847,299.798
1724417987.196277,298.4636,299.9692,299.3848,299.7988
1724417989.0238814,298.4644,299.9716,299.3843,299.7983
1724417990.8692288,298.4653,299.9699,299.3838,299.7989
1724417992.7181911,298.4641,299.9701,299.3844,299.7976
1724417994.5511768,298.4632,299.9702,299.3847,299.7983
1724417996.3714094,298.4642,299.9694,299.3842,299.7981
1724417998.2023106,298.4641,299.9707,299.3843,299.7977
1724418000.0375314,298.4634,299.9701,299.3845,299.7984
1724418001.8669026,298.4638,299.9684,299.3851,299.7984
1724418003.6994684,298.4644,299.9704,299.3844,299.7981
1724418005.5331554,298.4638,299.9704,299.3836,299.798
1724418007.3732903,298.463,299.9691,299.3848,299.7973
1724418009.1954045,298.4638,299.9705,299.3842,299.7977
1724418011.0267043,298.464,299.9709,299.3848,299.7982
1724418012.8529732,298.4642,299.97,299.3848,299.7984
1724418014.6807065,298.4633,299.97,299.385,299.7976
1724418016.5164104,298.4634,299.9693,299.3847,299.7989
1724418018.352506,298.4638,299.9712,299.3846,299.7985
1724418020.1897185,298.4638,299.9698,299.3847,299.7977
1724418022.0061417,298.4623,299.9709,299.3845,299.7976
1724418023.833205,298.4626,299.97,299.3845,299.7975
1724418025.671989,298.4645,299.971,299.3848,299.7986
1724418027.5016618,298.4639,299.9711,299.3847,299.7988
1724418029.3327234,298.4647,299.9703,299.3853,299.7983
1724418031.1670346,298.4641,299.972,299.3844,299.7982
1724418032.9840941,298.4633,299.9696,299.3843,299.7986
1724418034.8164966,298.4642,299.9694,299.3843,299.7982
1724418036.6535969,298.4641,299.971,299.3842,299.7975
1724418038.4848943,298.4648,299.9708,299.385,299.7983
1724418040.303758,298.4641,299.9708,299.3841,299.7977
1724418042.1372347,298.4626,299.9706,299.3848,299.7984
1724418043.9649684,298.4628,299.9698,299.384,299.798
1724418045.807413,298.4649,299.9688,299.3848,299.7984
1724418047.6382985,298.4643,299.9716,299.3842,299.7977
1724418049.4698212,298.465,299.9704,299.3841,299.7988
1724418051.300489,298.4626,299.9702,299.3849,299.7988
1724418053.127268,298.4646,299.9702,299.3849,299.798
1724418054.963476,298.4642,299.9697,299.3847,299.7987
1724418056.8072014,298.4649,299.97,299.3851,299.7979
1724418058.6376855,298.4644,299.9704,299.3851,299.7988
1724418060.4694598,298.4644,299.9699,299.385,299.799
1724418062.2989182,298.4639,299.9704,299.3844,299.7982
1724418064.1354673,298.4641,299.9696,299.3847,299.7987
1724418065.9631138,298.4643,299.9707,299.385,299.7984
1724418067.8014395,298.464,299.9695,299.3851,299.7991
1724418069.6370862,298.4638,299.9691,299.3845,299.7985
1724418071.4612951,298.465,299.9705,299.3851,299.7984
1724418073.2894702,298.4651,299.9704,299.3854,299.7988
1724418075.125361,298.4632,299.97,299.3847,299.798
1724418076.9692512,298.4648,299.9713,299.3855,299.7983
1724418078.8016226,298.4634,299.9693,299.3847,299.799
1724418080.634002,298.4641,299.9721,299.3843,299.7982
1724418082.4792757,298.4652,299.9705,299.385,299.7985
1724418084.3096032,298.4633,299.9702,299.3846,299.7991
1724418086.153797,298.4637,299.9697,299.3855,299.7987
1724418087.9870474,298.4642,299.9707,299.3854,299.7989
1724418089.820941,298.4632,299.9707,299.3851,299.7985
1724418091.65104,298.4632,299.9724,299.3851,299.7986
1724418093.4703627,298.4654,299.9692,299.385,299.7991
1724418095.3061116,298.4641,299.9696,299.3849,299.7984
1724418097.131071,298.466,299.9717,299.3852,299.7983
1724418098.9655976,298.4644,299.9711,299.3852,299.7987
1724418100.796986,298.4644,299.9711,299.3847,299.7987
1724418102.6210258,298.4647,299.969,299.385,299.798
1724418104.4613752,298.4638,299.9716,299.3847,299.7986
1724418106.2840545,298.4654,299.9712,299.3849,299.7993
1724418108.1162152,298.4648,299.9706,299.3853,299.7993
1724418109.9415505,298.4642,299.9707,299.3851,299.798
1724418111.7732463,298.4637,299.971,299.3851,299.7986
1724418113.5990648,298.4628,299.9711,299.3851,299.7984
1724418115.4192948,298.464,299.9711,299.3846,299.7986
1724418117.2694402,298.4647,299.9698,299.3852,299.7984
1724418119.1023574,298.4634,299.9715,299.3846,299.7985
1724418120.9337518,298.4638,299.9713,299.385,299.799
1724418122.7639654,298.4652,299.9713,299.3853,299.7984
1724418124.605785,298.4662,299.9713,299.3846,299.7988
1724418126.442401,298.4644,299.9712,299.3853,299.799
1724418128.2806275,298.4637,299.9718,299.3849,299.7988
1724418130.1098065,298.4661,299.9702,299.3859,299.7989
1724418131.9456587,298.4628,299.9719,299.3853,299.7985
1724418133.7751634,298.4628,299.9699,299.385,299.7988
1724418135.611136,298.4654,299.9718,299.3854,299.7984
1724418137.4264514,298.464,299.9713,299.3856,299.7987
1724418139.257385,298.4654,299.9708,299.3858,299.7988
1724418141.088519,298.4652,299.9706,299.3846,299.7981
1724418142.9189923,298.4627,299.9714,299.385,299.7988
1724418144.745919,298.4652,299.9713,299.3855,299.7989
1724418146.575863,298.4645,299.9691,299.385,299.7991
1724418148.4036174,298.4639,299.9709,299.3853,299.7988
1724418150.2462497,298.466,299.972,299.3854,299.7985
1724418152.0778093,298.4654,299.9707,299.3851,299.7987
1724418153.9098914,298.4652,299.9721,299.3853,299.7983
1724418155.7393668,298.4637,299.9704,299.3858,299.7987
1724418157.5696118,298.4656,299.9714,299.3861,299.7995
1724418159.4051673,298.4655,299.9719,299.3857,299.7992
1724418161.2415469,298.464,299.9708,299.3854,299.7986
1724418163.070122,298.4642,299.9707,299.385,299.799
1724418164.8994982,298.4638,299.9712,299.3847,299.7991
1724418166.732474,298.4644,299.9696,299.3849,299.7975
1724418168.5638928,298.4644,299.9714,299.3851,299.7991
1724418170.3981304,298.4646,299.969,299.3859,299.7991
1724418172.2348268,298.4652,299.9697,299.3844,299.7989
1724418174.0673041,298.4656,299.9716,299.3854,299.799
1724418175.8972945,298.4653,299.97,299.3853,299.7992
1724418177.723802,298.4644,299.9708,299.3857,299.799
1724418179.5467677,298.4656,299.9714,299.3851,299.7994
1724418181.3664005,298.4651,299.9723,299.3857,299.7992
1724418183.198099,298.4637,299.9717,299.3858,299.7991
1724418185.029674,298.4647,299.9718,299.3856,299.799
1724418186.865691,298.4654,299.9713,299.386,299.7993
1724418188.695154,298.4642,299.9716,299.3851,299.7986
1724418190.5157084,298.4646,299.9707,299.3853,299.7996
1724418192.35053,298.4634,299.9707,299.3858,299.7991
1724418194.1754491,298.4638,299.9716,299.3854,299.7988
1724418196.009704,298.4662,299.9717,299.3851,299.7994
1724418197.844254,298.4648,299.9716,299.3858,299.7994
1724418199.6780891,298.4652,299.9707,299.3857,299.799
1724418201.5125844,298.4646,299.971,299.3854,299.7992
1724418203.3397043,298.4651,299.9717,299.3852,299.7991
1724418205.1651845,298.4651,299.9717,299.3852,299.7989
1724418206.99756,298.4657,299.9718,299.3856,299.7993
1724418208.8267524,298.4642,299.9705,299.3861,299.7989
1724418210.6532395,298.4661,299.9721,299.386,299.7986
1724418212.4877868,298.4644,299.9708,299.3859,299.7992
1724418214.3221443,298.4643,299.9702,299.3854,299.7994
1724418216.154678,298.4644,299.9697,299.385,299.799
1724418217.975971,298.466,299.9723,299.3855,299.799
1724418219.8049572,298.465,299.9725,299.3858,299.7989
1724418221.6295485,298.4631,299.97,299.3859,299.7994
1724418223.4655237,298.4644,299.9718,299.3856,299.7985
1724418225.298223,298.4661,299.9702,299.3856,299.7991
1724418227.13276,298.4653,299.9707,299.3849,299.7997
1724418228.9605956,298.4651,299.9697,299.3861,299.7987
1724418230.7947588,298.4634,299.9724,299.3852,299.7994
1724418232.627361,298.4649,299.9715,299.3861,299.7991
1724418234.459212,298.4642,299.9703,299.3851,299.7994
1724418236.2896447,298.4645,299.9718,299.3859,299.7997
1724418238.1167407,298.4647,299.971,299.3852,299.7991
1724418239.9604938,298.4642,299.9715,299.3856,299.7994
1724418241.783782,298.4648,299.9703,299.3854,299.7994
1724418243.6229951,298.4662,299.9728,299.3853,299.7996
1724418245.4562557,298.4632,299.9705,299.3859,299.7995
1724418247.2889297,298.4627,299.971,299.3857,299.7996
1724418249.12198,298.4656,299.9715,299.3856,299.7989
1724418250.9489179,298.4658,299.9716,299.3859,299.7991
1724418252.7820528,298.4638,299.9719,299.3862,299.7995
1724418254.616605,298.4657,299.9711,299.3857,299.7985
1724418256.448375,298.464,299.9707,299.3859,299.7988
1724418258.28554,298.4649,299.9711,299.3853,299.7985
1724418260.1340742,298.4643,299.9703,299.3864,299.7994
1724418261.9686296,298.466,299.9719,299.3861,299.7998
1724418263.8031886,298.4648,299.9721,299.3856,299.799
1724418265.6323676,298.4658,299.9707,299.3861,299.7995
1724418267.462917,298.4658,299.9717,299.386,299.8001
1724418269.28402,298.4653,299.9718,299.3861,299.7985
1724418271.1105785,298.465,299.971,299.3855,299.7994
1724418272.947354,298.4647,299.9725,299.3859,299.7998
1724418274.7826724,298.4658,299.9729,299.3861,299.7991
1724418276.6200147,298.4653,299.9723,299.3863,299.7993
1724418278.4514253,298.4659,299.9716,299.3859,299.7995
1724418280.2821362,298.4639,299.972,299.3857,299.7988
1724418282.1191008,298.4647,299.9715,299.3862,299.8002
1724418283.9500341,298.465,299.972,299.3864,299.7994
1724418285.7708561,298.4659,299.9706,299.3854,299.7992
1724418287.607467,298.4647,299.9728,299.3853,299.7991
1724418289.4469268,298.4658,299.9717,299.3857,299.7996
1724418291.2733824,298.4634,299.9715,299.3853,299.7998
1724418293.1114328,298.4649,299.9721,299.3861,299.7997
1724418294.9407914,298.464,299.9701,299.3859,299.7997
1724418296.7771962,298.4651,299.9713,299.3857,299.7992
1724418298.5954564,298.4662,299.9713,299.3859,299.7997
1724418300.4175828,298.4649,299.9713,299.3861,299.8001
1724418302.2471583,298.4638,299.9717,299.3859,299.7993
1724418304.0667803,298.4665,299.9725,299.3859,299.7991
1724418305.9015245,298.4633,299.9721,299.3858,299.7997
1724418307.7359943,298.4645,299.9718,299.3858,299.7998
1724418309.5702307,298.4667,299.9711,299.3849,299.7993
1724418311.402038,298.4654,299.9725,299.3861,299.8
1724418313.2292066,298.4649,299.9732,299.3857,299.7997
1724418315.061821,298.4651,299.9727,299.3859,299.8002
1724418316.895766,298.4652,299.9716,299.3861,299.7998
1724418318.7275455,298.4664,299.9699,299.3862,299.7995
1724418320.5606484,298.4644,299.9721,299.3856,299.7996
1724418322.3867822,298.4656,299.9713,299.3858,299.7989
1724418324.2078683,298.4655,299.9708,299.3861,299.8001
1724418326.0442212,298.4661,299.9728,299.3863,299.7997
1724418327.8722346,298.4658,299.9718,299.3865,299.8001
1724418329.699665,298.4656,299.9719,299.3861,299.7997
1724418331.5322587,298.4635,299.9716,299.3857,299.7998
1724418333.3653722,298.4661,299.9715,299.3854,299.7994
1724418335.1918325,298.4666,299.971,299.386,299.7997
1724418337.029751,298.4655,299.9703,299.3861,299.8
1724418338.8641646,298.4642,299.9725,299.3861,299.7998
1724418340.6848388,298.4662,299.9709,299.3859,299.7995
1724418342.5209844,298.4642,299.9719,299.3865,299.799
1724418344.3461967,298.4638,299.9714,299.3856,299.7991
1724418346.1809995,298.4644,299.9724,299.3861,299.8002
1724418348.0144372,298.4659,299.9724,299.3861,299.7994
1724418349.8521707,298.4648,299.971,299.386,299.7993
1724418351.6780593,298.4652,299.9712,299.3863,299.7996
1724418353.5106034,298.4648,299.972,299.3864,299.7994
1724418355.3437593,298.465,299.9714,299.3858,299.7991
1724418357.1752083,298.4657,299.9718,299.3865,299.7997
1724418359.0078876,298.4647,299.9708,299.3864,299.7994
1724418360.837692,298.4675,299.9735,299.386,299.7999
1724418362.673332,298.4662,299.9721,299.3858,299.7998
1724418364.509551,298.4646,299.9704,299.3855,299.8003
1724418366.341776,298.4654,299.9723,299.3872,299.8002
1724418368.17028,298.4652,299.9691,299.3868,299.7998
1724418370.004422,298.4663,299.9723,299.3865,299.7998
1724418371.8361533,298.4655,299.9702,299.3865,299.8001
1724418373.6651075,298.4663,299.9732,299.3865,299.7995
1724418375.4992208,298.4663,299.9723,299.3868,299.8002
1724418377.330614,298.4666,299.9713,299.3865,299.8001
1724418379.1609879,298.4656,299.9725,299.3865,299.8002
1724418380.9906774,298.4651,299.9721,299.3865,299.7998
1724418382.8227758,298.465,299.9702,299.3857,299.7996
1724418384.6557348,298.4657,299.9713,299.3868,299.7997
1724418386.491027,298.4661,299.9722,299.3866,299.7998
1724418388.3275633,298.4658,299.9712,299.3863,299.8004
1724418390.1608846,298.4638,299.9721,299.3867,299.8
1724418391.980284,298.4664,299.9713,299.3858,299.8002
1724418393.8125572,298.4654,299.972,299.3864,299.8
1724418395.6441426,298.4663,299.9712,299.3868,299.8004
1724418397.4802852,298.465,299.97,299.3869,299.7992
1724418399.3139389,298.4651,299.9717,299.3864,299.8003
1724418401.1528614,298.466,299.9714,299.3868,299.7998
1724418402.9740589,298.467,299.9729,299.3864,299.8002
1724418404.8074687,298.4654,299.9715,299.3859,299.8004
1724418406.6437175,298.4649,299.9728,299.3866,299.8005
1724418408.4769478,298.4672,299.9726,299.3863,299.7996
1724418410.3111103,298.465,299.9712,299.3861,299.8001
1724418412.143025,298.4661,299.9717,299.3864,299.8002
1724418413.9782336,298.4664,299.9725,299.3861,299.8004
1724418415.8060923,298.4662,299.9716,299.3865,299.7997
1724418417.642413,298.4645,299.9729,299.387,299.8
